Review,Aspect
So I ordered this on 9/11 and it came very quickly. I must say I love the environment and I’m always trying to do better and to do my part but my POOOOR BOOTY HOLE IS INFLAMMED. This paper is like rubbing sand paper on your bum bum. And boy do I wish I could be saying differently but it’s 3:20 am and I’m writing this in pain from my bed… definitely going to try something else but I can’t wait to go back to charmin soft. How I miss that bear bum being happy 🥲,Safety
"So this TP is better than some other ones we've tried (Who Gives a Crap), but it is certainly not a charmin or a cottonelle. It is thinner than either of those two popular brands, but it's better for the environment so that is the trade off. Overall it's pretty good, we will probably continue to use it",Ergonomics
"Sure these are soft and washable makeup removal pads, but they don't have any added texture (on one or both sides) for a soft exfoliating feel after the makeup is removed. They are too flimsy to hold their shape making them difficult to use.",Ergonomics
"The bamboo lids grow mold easily. If you wash, dry right away or mold grows Lids do not stay on. Had to Rubber band shut. Save your money. Wish I would have returned.",Safety
"The bristles are not soft from the start - they’re just about as hard as regular toothbrushes but they soften within a week or two of use.

I’m not sure how well it whitens since I don’t pay attention to that really, but my one complaint is that one or two bristles come out while brushing every once in a while!

Otherwise, for the number of brushes you get, I’d say it’s decent.",Ergonomics
The chemical is a degreaser which will damage your hand if you use it without wearing gloves. I doubt to leave it dry after wiping as the instruction says as it is so strongly pulls oil from your skin.,Safety
"The cloth seems the same as a regular clorox wipe, but the cleaning solution just doesn't clean as well. Plus they leave a terrible cloudy film, even on a previously clean looking surface. Terrible.",Performance
"The first toothbrush I used the bristles started coming out in my mouth. I was able to spit all of them out except for one which I swallowed. Disgusting, I'll never buy from seller again.",Durability
"The floss itself is great. Sturdy even for my teeth that are super close together. I've had the floss picks snap on me. Slides in very easily and hasn't broken yet.

Description says peppermint essence but I don't taste that. Its not a huge deal but I had to look up my order again to see if maybe I purchased the wrong one.

The bamboo container is cute. The metal piece on top that cuts the floss is not really in there tight. Sometimes seems it like its going to pop off but I don't really care... I'm sure I won't until I lose it lol.",Aesthetics
"The item we received didn't even pass the quality check! There's this big red sticker on the transmission rod that says ""不合格"", which means it failed quality checks. It's unacceptable to knowingly send a defective item and just hope their customers don't understand Chinese. We reached out to the seller and asked for a refund. Instead of apologizing for it, they asked us if this is indeed defective. Well, the sticker is put there by the manufacturer. How could you expect your customers to know any better than the QA team? What if there're hidden problems we didn't notice? Definitely one of my worst shopping experiences on Amazon, not even mentioning that it took about two more weeks to arrive after Amazon marked it as delivered.",Performance
"The Lifestraw is a perfect fit for easy water purification in an intuitive, effective package. The lifestraw is convenient for backpacking. The device is small and lightweight. It requires less time and knowledge than many other methods of purification. I could see this as being useful for backpackers, campers, and those folks with ""bug out bags"" ready for an apocalypse.",Use Efficiency
The little holder is nice but is too big for a pocket and the clothes are rough and tiny. I don't think they are worth the money at all. I will cut up some flannel and make it work. These are very hard on the nose.,Ergonomics
The pocket size barely opens. I had much difficulty getting anything in or out of it. Very disappointing as I decided to pay for the original brand of reusable silicone containers.,Ease of Use
"The positive aspects are that they are made from recycled materials, instead of new cotton as with a standard washcloth. Another good feature is that I put them in the dishwasher every time I run it, as opposed to a washcloth which I put in the washing machine. That is very convenient. If you are using these instead of paper towels, excellent! If you are already using dishcloths, I can't say they are so much different. They feel like a chamois rather than cloth fabric, if you like that.",Ease of Reprocessing
The product itself is ok but the box it came in was damaged. It had tried to be repaired with tape before being packaged up and it was a terrible fix. Not a big deal but as this was for a birthday present then also not ideal. Next time don’t bother to try and do anything. A box with no shoddy tape repair is always better than one with tape on it making it look messy.,Aesthetics
the product itself works fine if not a but pricy however did not expect the card board package to come wrapped in plastic !! will not be buying again,Ease of Reprocessing
"The quality and color of these Swedish towels is lovely. I ordered them, because the makers were careful about providing a useful product without any plastic packaging. Even the bag the held the towels was made of corn starch. I’d love to order more of these towels, but Amazon sent them to me in a BIG PLASTIC BAG! The page for the Swedish towels brags about being environmentally friendly. Why not use a paper or cardboard mailer? Come on, Amazon.",Aesthetics
"The removable top screws over the bottom. The material is cheap. The screw is poorly machined. The metal-on-metal screeching sound is like nails on a chalkboard. Happens twice per use - once when you open it to put tea in and then second time when you clean it. The sound makes my hair on my beck stand and even the thought of that sound makes me cringe. The negative-sense reinforcement from that sound was so bad that I always hesitated to make tea until I bought a different type of tea strainer.

There are some other flaws too:
1. Even the smallest one is too big. Most of the container is empty when I used it.
2. The hook is a nice design idea in theory but in practice the hook often falls of the edge of the cup which means you now have to use a fork to pull out the tea-drowned strainer.
3. The bottom container's top edge is a bit sharp and you can hurt yourself if you're not careful when cleaning
4. The material is cheap.

But, it still did the job. So, if the above ""problems"" are not going to bother you, go for it.",Safety
"The roll had a piece of tape holding the bags down. When I removed the tape it ripped a hole in the bag, making it unusable. These are $0.17 a bag, so that was a waste of an expensive bag. Disappointed they didn't think about the tape.",Ease of Use
"The scent is just like their detergent, so very pleasant and mild. The sheets dissolve completely and the clothes come out clean. My only complaint is that the detergents this brand makes in the bottle comes with fabric softener in the mix, but these sheets are JUST the detergent, so there’s a noticeable difference in softness when the clothes are dry. For people who have a drying machine and use dryer sheets, this isn’t a problem, but I don’t have a dryer and have to hang dry all my laundry, so in order to use these and have soft clothes I’d need to buy a liquid fabric softener which currently nobody has made in a sheet form in a biodegradable box? Still on the search for this. But if sustainability is more important to you than soft clothes which tbh it should be, these are great!",Interference
The scent is nice but I can't say that I smell this detergent on my laundry when it dries. I bought this because my son has eczema and I don't like having to buy unscented detergents. I think he reacted to it a bit but not bad enough to complain about being itchy.,Interference
"The size fits the standard organic waste basket, our waste management provided, however when we put things into, at times it the outer linings start to get undone (closing in the container) so I find myself readjusting it to stay in place/open.

Depends on how heavy the items get but for heavier organic items like watermelon skin, definitely use 2 bags as it will rip.",Performance
"The structure is got and was relatively easy to put together. However, the top material of the desk is very bad. It leaves scratches on the skin and also easily defected: my cat just walked by and it left a deep scratch from her paws - that never happened with any furniture I had in my life.
I eventually need to come up with a plan what to cover it with. Poor material, sadly.",Performance
"These are Clorox wipes, not much more to say except...
When I tried to pull the center one, 20 wipes were pulled out-a first for me with Clorox. They seem to be thicker, but are also NON-FLUSHABLE.

Since I do not compost, I cannot comment on that.

They are higher priced than before the pandemic so shop wisely for the best price.",Ease of Reprocessing
"These are great quality! They work well and the scent is nice and subtle. I love that they are low-waste, light, and easy to use.

My downside for this is, I thought that one sheet = one load. If you have a full load though, the back of the box recommends two sheets! So, I got less than I thought I was getting.",Ease of Use
"These are just so super cute and I love that they are made with coconut oil but they don't stick very well. The moment a little bit of water gets on them they are falling off, I wouldn't buy these again sadly.",Aesthetics
These are ok. I got them because I get rashes from regular bandaids. These don’t stay on as well.,Performance
These are soooo waxy. I had to run them under hot water to hopefully make them useable,Interference
"These are very durable and well made-feeling containers HOWEVER if you want to keep them in the fridge, the moisture warps the lids and they no longer fit well. The lids are also prone to growing mold spots if they have moisture or food residue on them in the fridge. These mold spots will not simply wash away as they are imbedded in the bamboo ( I was able to get some spots out using sandpaper...).",Durability
These aren’t supper sticky which is a blessing for us. My son is a type 1 diabetic and we have to do insulin sticks 3x a day and these are perfect. Also one of the only band aids he doesn’t have an allergic reaction too!,Safety
"These arrived well packaged and look like they're good quality, but upon trying them I realized they're not for me. Maybe it's just because I have a small mouth /and/ my teeth are sensitive... but the brush felt bulky and uncomfortable in my mouth and tasted a little odd. Just not my thing.",Ergonomics
"These bags are a royal pain since they are too small for my 2.5 trash can. The bag does not have enough volume or capacity to keep from falling into the trash can over the lip. Cheaply manufactures- You can tell that the back material was folded first, then sealed and perforated. This method as executed on these bags cuts off a significant portion of the volume.",Ergonomics
"These bags are awesome, the price is decent and duh, compostable. But, I’ve had a few bags rip at the seem, tear if there’s anything even remotely pointy in them (like fruit stems) and I’ve had a few bags that were just fused shut so I couldn’t use them. Overall I like these and will probably buy again but there are definitely some quality control issues!",Ergonomics
"These bamboo containers are beautiful but they break easily. I was so happy with the purchase, look great and are easily to clean. Since I bought them 2 have broken! They just slipped out of my hand and shattered. They are very slippery when washing them by hand. I have another type of glass containers and they have slipped out of my hand but have not shattered as the bamboo does. They just break too easily. I would not buy them again. They are pretty but break too fast.",Ergonomics
"These bandaids are very soft and definitely for sensitive skin. They are also easy to remove, in fact TOO easy to remove. Wash your hands once and say goodbye to that bandaid you put on 20 min ago. I wish they would improve the adhesive on these because it is terrible.",Ergonomics
"These cloths are a bit rough and smaller than most cloths. The value is in the carrying/storage case. I really like it. It fits in my purse and its great to transport these. The silicone is soft but sturdy to remain upright. Easy to wipe and clean. When i use all handkerchiefs I will clean the carrying case by submerging it in soap, water, then disinfect it. to fully get it clean. Im new to using handkerchiefs. These are pricey but hopefully in the long run it will be better than having to constantly buy tissues for my allergy affected nose.",Ease of Storage
"These dish cloths are long lasting and easy to use. You can pop them in the washing machine or hand wash in the sink. I use them to hand wash dishes, silverware, pots, and pans. Also use for cleaning up spills, crumbs off the countertop, and grease off the stove. So far, I've been able to use 1 per month, I could probably go 2 months. They are not easy to tear, but once I put them through the ringer, I just toss it out and grab a new one.",Durability
"These feel flimsy at first, but I've been using them in my kitchen for a couple months now & so far no problems with tearing or leaking.
And I think the garbage collectors are impressed.",Durability
"These keep food fresh, and, when cared for, last a very long time. I have had mine for years. I clean them with soap and lukewarm to cool water, air dry. They fold very well around bowls, etc, and keep things fresh for several days. I really love these!",Performance
"These pads are quite soft, and they wash up very nicely. However, unlike cotton rounds, they are two pieces of fabric sewn together with nothing in between. The two pieces of fabric slide against one another, making them difficult to use. I resolved that by folding each pad in half while in use. Otherwise, they’re great!",Ease of Use
"These pens exceeded my expectations. The ink is smooth and writes beautifully. The pen tube is more durable than I expected and it is comfortable. My only hangup is the straw finish on the pen cap, but I do like that it stops the pen from rolling. I have been using these all over my house. I've felt bad about using pens for years because of all the plastic waste. Thank you!",Ergonomics
"These were as described by the seller, packaged well, and arrived in a timely manner. These are very difficult to dry because they will close up on you. I had to prop them open up over small dipping sauce container which was a chore in itself. The smaller two hold very little. I passed these along to my daughter to use for her lunches to work. I would not make this purchase again.
7 people found this helpful",Interference
These wipes make cleaning up so much easier plus the scent is light yet clean and fresh smelling,Ease of Use
"These work well enough, and I believe in the ""smaller footprint"" in concept - I just wish these things were not so hard to chew. The flavor is fine and breath-freshening, I'm sure. The foaming process takes too long and certainly does not overwhelm. I chew vigorously, transferring the tablet from one side to the other for more even distribution, but little granules of it never do get chewed - or foamy - so, by the time I have finished brushing, there are still little hard bits of unchewed tablet to be spat out. I think they should be smaller and softer and produce more foam while leaving no extraneous debris behind. I will finish the box, of course - but will not order more of this brand.",Safety
These would be great for traveling so you don’t have to risk spilling liquid or powders! I’ll probably save them for that purpose since they leave little to no scent in your clothes. I’ll probably use the liquid for home use still. It’s been great for my son with sensitive skin/winter eczema issues though!,Adaptability
"They appear well made which is why they got two stars at all. These are the ""lunch"" size bags. The opening was not wide enough to get a sandwich in the bag. And they are supposed to be able to be cleaned in the dishwasher. They came out of the dishwasher with spots and a film. I had really high hopes for these bags because I have heard good things but I will have to find some other use for them because I won't use them for food.",Ergonomics
They are perfect for packing in school lunches2.,Adaptability
They are soft and stay soft after washing. Clean my face well with a cleaner or work well to apply toner. A little bigger than a normal disposable pad which has pros and cons. My issue is after washing…they roll up and have to be flattened (I’ve been putting a heavy candle on them.,Interference
They do get sour. I’ve heard people say they don’t get sour but despite rinsing them several times a day I have found they do get sour and I don’t think that they dry out as quickly as advertised. I see no difference between these and a normal sponge.,Interference
"They work but not well. Only takes a small amount of coffee, anything more will spill out as the water goes through. I need two of them to fill one cup of coffee",Performance
"They write well, good even flow of ink. Only problem for me was the pens are a bit narrow for my liking and quite smooth so they tend to slip through my fingers unless I hold them quite tightly. However, the problem was easily solved with a bit of duct tape which makes them a bit thicker and easier to grip.",Performance
This avocado 🥑 was in fridge and wrapped for four days. Perfectly fresh. What more can I say?!,Performance
This bag isn’t long enough to fit over the edges of our 13 gallon trash can (Kholer from Costco). The bag falls completely inside the can when garbage is added.,Ergonomics
This brand also sells an unscented version. This scented version isn't bad; it isn't an overpowering smell and the odor fades gently over time. You can do 200 loads which is a great value. I have sensitive skin and many other laundry detergents give me a rash but I have never had a problem with this brand.,Safety
"This cup does exactly what it says. However, I thought it would be a nice compact replacement, lilghtweight replacement for my. What I found out is you can't carry it in the cup pouch of a backpack or toss it in your tote without it leaking. I also isn't insulated and it weighs about the same as my travel mug. I abandoned my plan to have a cute, collapsible cup on my overseas trip and stuck with my tried and true insulated travel mug. Sorry travel cup, I thought I would love you, but I don't.",Adaptability
"This desk was pretty easy to set up. It’s very heavy and works well. My only issue so far has been a lack of quality control. There is a scratch that goes from one end of the top of the desk to another and a dent on the side. I made the mistake of not inspecting it before assembling it. I left the desk top facing down in the cardboard while I assembled it, so I didn’t see it. If these issues weren’t present I would feel as if it was money well spent.",Interference
"This is a great alternative to constantly using paper TOWEL. And saves a bit of money especially cause other companies cost more just for a two pack. Stays together pretty well and each one last quite a long time. We've used it for dishes, counters, and light cleaning. Have not even needed to buy another pack yet.
The only con is that with the color, at least with the red, the dye seem to be come out for the first uses leaving red colored water behind. This wasn't too annoying because we mainly used it in the sink but made me a little wary about using it to clean up the high chair until we cleaned it a few times.
But an easy solution is the next set I buy will be without color.",Durability
"This is a handy and creative device. I dont know how well it works for mucus. I bought it to dab eyes. It does a decent job at that and the holder is good at its job. They could be a little softer for eye use but I think they will soften with use and washing. I cant say how these would treat your nose if you were really sick. For day to day use though, great idea.",Ergonomics
"This is just a really cheap coffee maker that tells you to use ice. It's cheaply made. The water gets hot and melts all the ice while it pours into your tumbler, no matter how much ice you use. By the time the coffee is done it's watered down room temperature coffee.",Performance
This is very hard to clean and also tends to tip over in your mug once water is poured in to make tea…the chain subsequently also falls into your tea which defeats the purpose of having this. Not impressed with this tea infuser.,Ease of Reprocessing
This laundry detergent lasts forever! I save so much money using it and am glad I don't have to give up quality because my clothes are clean and fresh smelling every time. Couldn't pay me to switch to another brand.,Durability
This product either did not receive enough of the wax mixture or just not a great combination of wax used. They don't hold their seal,Performance
"This product intrigued me. I find it soft, seems to last much longer than more popular rolls, even though it is smaller in diameter and a little narrower. I will most likely order it again.",Durability
This product is cute but way over saturated with wax. You get the residue on your hands just by touching it. Most wraps don't leave that residue on you unless you play with the wrap and have it heated in your hands for a while. I didn't even use them because I imagine they would leave that residue on dishes that would be hard to clean. I also believe it'd make it very hard to clean crumbs off.,Interference
"This product is the Green Works Compostable Wipes repackaged and renamed. I have been buying these for years. My Amazon history shows my first purchase in 2015, but that was after I could no longer find them in the stores. Originally Green Works was Clorox Green Works and I could buy them locally. But once Clorox dropped the brand, I could only buy them online. Even had a automatic shipment set up. Lucky me as I happened to receive a package of six in December 2019 which managed to last through 2020 into 2021. But when I tried buying them again, they were no where to be found. I saw these from Clorox and wondered if they could be at least similar. Not only are they similar, they are the exact same product with a new name and packaging.

What I love about these wipes is the feel. They don't have that slimy wax paper feel that regular wipes have. These feel more like a paper towel. I've used them for so long because we have cats and I am constantly cleaning up after them. I wanted something without harmful chemicals that I could use around their food, toys, beds and litter boxes and have been pleased with these, in all incarnations, for around eight years.",Safety
This seems like a good product and I’ve been suing for about a month. Have a ton of refills. Now the nozzle won’t work. There is no way to order just a new nozzle. And you can’t even contact the company. Come on! How is this a sustainable product if you can’t reuse the bottle? That’s the entire point!,Ease of Use
This was larger than I thought it would be. Feels super sturdy. Hope to never use it but I love knowing I have it for my bugout bag.,Durability
"This was the second time i bought these. While the first 150 seemed ok, the second were definitely not!
On the 3rd or 4th day using these they did a weird thing to my taste. I stopped for a couple of weeks and then started again. Same thing happened. Food either tasted terrible or had no taste at all.
I have no easy explanation for why the first 150 were fine while the second are a definite ‘no go’.
In fairness i did have covid in the interim but there was months in between and my taste without these tabs is just fine. I am throwing the rest into the garbage.",Interference
"To use your own coffee in a reusable pod is a great idea. Less expensive and saves environment from the single use pods. Easy to use and to clean out the coffee grounds after use. I had just purchased a single use “mini” Kuerig and these reusable pods work great. Inexpensive, seem to be well made and recommended.",Ease of Use
"Toothpaste tablets are great for traveling, but for everyday use I don’t feel like these clean well enough. The tablets also don’t foam up like pastes, but more like foamy water. The flavor isn’t bad though. Also, these might be better used with non electric toothbrushes. I used an electric one.",Performance
"Update: I am downgrading from 5 stars to 2. I've had this product for just over a month, and find it very irritating. It is hard to clean the leaves out of it. It has dangerously sharp edges. Additionally, it is starting to discolor like it is rusting or tarnishing, making me question its safety. It still works fine and I've not had problems with the lid, but I will be looking for a new infuser that isn't dangerous.

Original: This infuser is great as long as you are gentle with it. I can see how people could have trouble with the lid, but knowing that ahead of time helped me know not to screw it too tight. It can hold even super fine tea from a teabag. Very useful product and worth the money. Just be careful, because the edge of the saucer that came with mine was EXTREMELY sharp and sliced my mother's finger. We had to sand it down to make it safe.

Original: This infuser is great as long as you are gentle with it. I can see how people could have trouble with the lid, but knowing that ahead of time helped me know not to screw it too tight. It can hold even super fine tea from a teabag. Very useful product and worth the money. Just be careful, because the edge of the saucer that came with mine was EXTREMELY sharp and sliced my mother's finger. We had to sand it down to make it safe.",Safety
"Very ineffective on tiny little oil stain spots, even directly applying the detergent onto that area and wash in a machine",Performance
"Very nice wipes that get simple jobs done. Lightly scented, not over powering and easy on the hands that don't feel so strong with chemicals and dry your hands out. 3 pack is a great value.",Ergonomics
"very poor quality seams. we live on a sailboat and wanted to have lights we could hang from the lifelines in the daytime and be moved around as needed at night, what happened instead is the strap came apart at the buttons on one we ordered and the other light had it's strap rip off after only a few uses. It's a fair enough idea to sell but made with no quality control and probably no field testing.",Performance
Want to know how I found out this desk doesn't have a collision sensor? When my desk tipped over backwards when it collided with my chair! Description is inaccurate and needs to be fixed!,Performance
"We originally bought the double package of this product, but we’re only shipped one box. When I contacted customer service, they wouldn’t send me a single box to make up the difference, they wanted me to send the whole thing back, then they told me that the product didn’t come in a double box, even though it clearly stated that I purchased a double.
Once we got that issue sort of straightened out, I used the laundry sheets and was extremely disappointed. They did not clean my clothes, and left a residue on the inside of my washing machine. Other laundry sheet brands have NOT done this in my washing machine.
Overall, don’t waste your money in this product!",Performance
"We started using these for our little bit of garbage. They fit perfectly into an IKEA garbage container- like they were made for each other. This is a better package than a similar product we used previously - that is no longer available. Compact box, easy to dispense and good price!",Ease of Reprocessing
We use this while we are camping. It is a small solar light. It really gives a lot of light when we need it and it charges in no time. You can hang it up or stand it on a table. It also colapses so it does not take up a lot of space. This is our second one. Our first one lasted quite a while. We had to have another one.,Adaptability
"We used this on an outdoor trip over the 4 day Labor Day weekend. We charged it in the sun Thursday, and then never again. We used it Friday through Monday during our nighttime activities outside, and it didn't die. I'd say we logged 20 or so hours of use without a charge.

As far as brightness, it illuminates your immediate area. If you hold it up and led the led lights shine forward, it seems to function like a flashlight.

So for charging it once, but then using it every night Fri, Sat, and Sun, we were very pleased.",Durability
"We were forced to move into an RV after Hurricane Ian, which meant no more “good” toilet paper for awhile.
I was so happy with betterway! It’s thicker than you’d expect. Softer than you’d expect. Most RV toilet paper is thin - unless you use a lot of it you kind of “have a mess on your hands” but I was pleasantly surprised how much I liked using this brand.
Please keep in mind it’s not the softest toilet paper you’ve ever felt in your life, which makes the price hurt a little. But if you’ve ever cleaned a clogged black water tank, you’ll happily pay for the correct toilet paper. And I’ll continue only using this brand 🙂",Performance
Well I’ve used this for a while and apparently it’s the reason all our close smell not clean and like they’ve been sitting in the washer for days. I had switched to this because we bought a house on septic and I noticed my detergent I usually used was leaving a white crust over our leech line. I remember being told that certain soaps and detergents are bad for septics systems so I bought this and the leech line area improved extremely and I do not smell the septic anymore however my clothes do not smell clean after being washed. Going to have to switch back to a regular detergent Or find some thing else septic safe,Interference
"When I first started chewing these I thought my mouth would be too dry, but it quickly produces so much liquid and a thin foam that it comes drooling out of my mouth (and end up spitting some out before I'm done brushing). I'm not sure why this is, maybe it's just something in the tablet that does this. I would say that's the only thing I object to. Otherwise, I like the taste and feel afterwards.",Ergonomics
when i opened this package i thought a rat had climbed into the bag and died it was the nastiest smell ever i immediately threw them away made my whole house smell like DEATH,Interference
"When I was shopping for something to use for hiking trips and for emergency, I read some reviews that say that you have to suck really hard to drink but it is not the case. I have an ultra violet light wand I used when I went to Morocco and I think it worked because both my husband and I drank the water and we were ok. This is lightweight, no need to put battery or replace any parts. The trick is the first sip does require a few draw before water comes up then it is quite easy. The limitation is you cannot filter water for other uses (cooking or washing) besides drinking or perhaps brushing teeth (would be a little cumbersome). So we got the water purification tablets as well. For its intended purpose, it is not bad.",Adaptability
"When it comes to cleaning wipes, we have been using Clorox forever. We mainly used the disinfecting wipes but when we saw these new Compostable cleaning wipes, we decided to give it a try.

We usually use the alcohol based wipes but with the kids, lately we try to switch to cleaning products that have less harsh chemical ingredients and these new wipes are made from plant based fibers, are compostable so it was an excellent choice for us.

When it comes to cleaning, they did a great job at removing grease and dirt. The scent was also very pleasant and left a very fresh scent behind.

All in all, these are a great alternative to the Clorox disinfecting wipes for the house. They won’t kill all the bacteria but they are safer for the environment.",Ease of Reprocessing
"Worked great the first trip, but couldn’t get any suction a week later. Only used in clear stream water, so don’t know why it seems clogged. Had this happen with one I bought previously too, and thought maybe the first one was just defective since otherwise Lifestraws have pretty decent ratings, but I concluded Lifestraws just have inconsistent reliability, some are probably great and some can leave you in a bind. So far my Sawyer mini-squeeze seems to work much better and consistently.",Performance
Works as advertised. Easy to use scoop. Easy to use pod container. My only concern is the plastic lid. I have a feeling that these will break easily from repeated use. We will see. I would recommend this product. Pod was easy to clean but I had to use a little brush. Nice product to help you save lots of money over buying coffee pods.,Durability
Works great for brewing and it's sturdy. Won't spill into your drink because the twisted cap is very reliable. I like the design in terms of aesthetics but it's a bit of a hassle to clean.,Aesthetics
"Wow, these really suck. I have seen these sheets and wanted to try them. I like to try & be environmentally conscious. Since I am moving across the country, I figured this would be a great time to try some. My only real problem with them is that you have to use 4 sheets to wash a load. I normally use Tide, just fill up the tray on my machine. About a cap full per load and everything is fine. My kids get very dirty. I think their favorite thing to do is dig in dirt. I tried using a sheet, didn't even look like my clothes had been washed. I kept upping it. It takes 4 sheets to do a load I normally used 1 cap full on. They smell fine, I bought 4 boxes, 2 different scents. They don't really leave a smell on the clothes. They are really convenient. I just rip one up & throw it in the laundry basket with the dirty clothes everytime I've gotten about a sheet full ( about a lightly filled small laundry basket worth) then just dump the whole thing in the washer. No problem with residue left behind. I love the sheets but will try another brand. These just aren't cost effective at all.",Price
"Yay! A product that actually is what it claims to be! They only got a 4 star cuz they don't stick well when wet, but it's a trade off. I'll take that over the severe skin irritation from regular bandages which may also be caused by the glue. Also, they're pricey. They could cut the price a bit by eliminating the cutesy over-packaging. If you really want to promote green living, over-packaging is just not necessary if you have a great product. And they have a great product.

The inflammation and irritation caused by regular bandages is so great that it causes my skin to scab over.",Performance
"You can’t trust this in the real world I took it hunting with me was in a situation where my water supply was lost so luckily had my life straw well it failed it worked great the first use then I blew into it to clear it out and it plugged so I tried to drink more water and guess what it was plugged it wasn’t a huge deal as I was only about 10 hours from my truck so I get to my truck head home and tried it again a few days later same thing sooo I took my air compressor out 40psi in it and blew into both ends nothing so I want to 80psi still nothing finally I stopped at 150psi and literally nothing on the bright side the plastic they use is insanely strong lol
But that’s not why you buy the product I really wish this would’ve worked but alas I’ll have to find another brand.",Performance
"I was seeking an eco-friendly toilet paper alternative that fits my unique holder. This one didn't quite meet the mark. It's okay, not the softest or sturdiest, and a tad pricey. Also, the roll diameter doesn't suit my holder, unlike other brands. On the hunt for a better fit.",Adaptability
"These pads stay soft even after multiple washes. Great for facial cleansing or applying toner. They're slightly larger than typical disposable pads, which has its perks. But after washing, they tend to roll up and need flattening—a bit inconvenient.",Adaptability
"Purchased this coffee maker to cut down on waste from single-use packs. Pros: allows any ground coffee, saves money, and minimizes waste. But after 30 days, the coffee tastes watered down, and the design lacks a proper drip tray. Overall, a decent buy for the sale price.",Adaptability
"Bought multiple sets of these Swedish dishcloths to replace paper towels. Excellent for various cleaning tasks, but they roll up after washing. Still, durable and reusable, especially in different colors for designated uses.",Adaptability
"These infusers are versatile! Not just for tea but perfect for quick coffee brewing or containing herbs while cooking. Easy to clean, and the tiny holes only allow water through. A wonderful multi-purpose tool and great gifting idea!",Adaptability
"This solar light is a camping essential! Provides ample light, charges quickly, and collapses for easy storage. Durable too; this is our second one after the first lasted long. A must-have for outdoor adventures.",Adaptability
"Ideal for travel! These spill-proof containers work well, leaving no scent on clothes. Perfect for sensitive skin issues. Though I'll reserve them for travel, they're a great addition to home use too.",Adaptability
Thought this collapsible cup would be a handy replacement for travel but found it leaks and lacks insulation. Not ideal for tossing in bags. Ended up sticking to my reliable insulated mug.,Adaptability
"Purchased this for hiking and emergencies. Contrary to reviews, drinking isn't difficult; it's lightweight and doesn't need replacements. Initial sips might need a few tries, but it works well for intended purposes.",Adaptability
"This multipurpose gadget is a game-changer! It adapts seamlessly to any situation—be it cooking, cleaning, or even camping. Its versatility truly shines; it's a countertop savior for quick tasks and reuses effortlessly.",Adaptability
"I was seeking something flexible for my travels, and this product fit the bill perfectly. It doesn't spill a drop, making it ideal for carrying liquid items without worry. Its adaptability for various uses makes it a go-to for any journey.",Adaptability
"This compact solution hangs, stands, and even collapses! It's a space-saving genius that adapts effortlessly to different settings. Its outside durability makes it suitable for outdoor adventures without any hassle.",Adaptability
"I adore how it handles different situations with ease. From spills to dishes, it's a versatile performer that fits any task. Its suitability for diverse needs makes it a must-have in every household.",Adaptability
"Despite its compact size, this item packs a punch in adaptability. However, I found it lacking insulation, making it less suitable for keeping items hot or cold. The weight also posed an issue for portability.",Adaptability
"This floss has a unique design, but I found it a bit slippery and difficult to rethread. The quality, though, is top-notch.",Aesthetics
"The coconut oil-based adhesive is cute, but sadly, it struggles to stick well. They look nice initially, but once wet, they start falling off.",Aesthetics
"Assembling this desk was a hassle; it's not as sturdy as I expected. While it looks good, the drill was necessary, not mentioned in the description.",Aesthetics
"The packaging was damaged, which affected the overall appearance. The product itself is good, but the torn box was disappointing for a gift.",Aesthetics
"The thread on this device is durable, but the design needs improvement. It often slips off, making it difficult to use.",Aesthetics
"This laundry detergent is a game-changer! As I transition to eco-friendly products, its effectiveness in keeping my kids' clothes clean is remarkable. The minimalist design of the packaging adds a stylish touch to my laundry room.",Aesthetics
"Despite Amazon's packaging misstep, the Swedish towels' color and quality are impeccable. The makers' dedication to eco-consciousness shines through the corn starch bag, though I wish Amazon would align with these sustainability efforts.",Aesthetics
"The individually wrapped packaging for these washcloths is charming. Although not as soft as expected, the durable texture and appealing design make them a standout choice for a green-friendly household.",Aesthetics
"These portable, black-hued items are absolute gems! They are durable, stain-resistant, and aesthetically pleasing. Perfect for daily use without any wear or tear issues!",Aesthetics
"The coconut oil-based products are adorable, yet they lack adhesive strength when met with moisture. Despite their cuteness, their inability to stay put is a letdown.",Aesthetics
"The brewer's sturdy design prevents spills, but its cleaning process can be a bit cumbersome. Aesthetically pleasing, yet practicality could use a tweak for easier maintenance.",Aesthetics
"The desk's assembly was trickier than expected due to missing drilling details. Nonetheless, its appearance and functionality suit my needs perfectly.",Aesthetics
Crafting with the ivy backdrop and added decorations was delightful and effortless! These lightweight items helped me create a charming display above my window.,Aesthetics
"Despite its usability, this floss needs frequent rethreading due to design flaws. It’s handy but could be improved for a smoother experience.",Aesthetics
"The product itself is decent, but the damaged box upon arrival was disappointing. A cleaner presentation without repair attempts would have enhanced the overall experience.",Aesthetics
This standing desk is larger than expected but feels super sturdy. Great for my bugout bag!,Durability
"The assembly of the desk was fairly easy, and it's reasonably heavy and sturdy. Looking forward to using it with my monitor mount.",Durability
"The pens are more medium than fine, and if they last as long as a standard pen, I'll buy them again.",Durability
These pens are long-lasting and sustainable but could improve the writing experience for longer sessions.,Durability
"The reusable towels stay together well and last quite a long time, but the dye tends to come out initially.",Durability
"This laundry detergent lasts forever! Clean and fresh-smelling clothes every time, couldn't switch to another brand.",Durability
