Review,Aspect
They are durable and well made,Durability
heats up quickly,Use Efficiency
Almost too many neat features ,Adaptability
"I really enjoy these pads as they are soft on my face and get the job done. My only complaint is that, even if you only wash 5-10 at a time in the little pouch, stains stick. I’ve tossed a couple in the last few months for this reason but otherwise super happy with the purchase.",Interference
Plenty of length for those of us who like low-slung instruments,Ergonomics
"They work but not well. Only takes a small amount of coffee, anything more will spill out as the water goes through. I need two of them to fill one cup of coffee",Performance
these straws have been awesome,Performance
The sizing is *terrible*.,Aesthetics
I've never once had any issue with the solar performance or with the keys or keystroke.,Ergonomics
"it keeps great time.
",Performance
very comfortable,Ergonomics
" like the colorful snack bags that are made of fabrics, which makes cleaning so much easier",Ease of Reprocessing
"Oh! and my hair isn't as frizzy either! Best beauty purchase I've ever made!
",Interference
"I really like the bottle pockets,",Adaptability
"very thin, and flimsy",Durability
Although the price was comparatively low ,Price
quality of these pods is as good as I have seen,Performance
great price,Price
"First, it's not quite rose gold, more like copper",Aesthetics
These food pouches are sturdy!,Durability
"I have ordered other luci solar lites but this one is a bit different in the fact that the plastic on the bottom of it bulges out, is a bit thicker and will not sit up right easily, even if I deflate it some. It also doesn't seem to hold a charge as long as the other I have purchased. I use them mostly when camping.",Ergonomics
but I like that you can throw them into the washing machine,Ease of Reprocessing
This standing desk is larger than expected but feels super sturdy. Great for my bugout bag!,Durability
but the spray settings really didn't get it done,Adaptability
They write forever,Durability
"These are just so super cute and I love that they are made with coconut oil but they don't stick very well. The moment a little bit of water gets on them they are falling off, I wouldn't buy these again sadly.",Aesthetics
"I hoped these bamboo bandages would be gentle, but they caused redness and irritation, similar to conventional ones. Despite being sticky, they were difficult to peel off, which didn't suit my sensitive skin.",Safety
"It sits up extremely high and precariously on its cradle, though",Aesthetics
A sustainable product for makeup removal that has held up for a year with occasional stains.,Durability
"I bought there rolls to see if they could be a possible replacement for our household TP. I knew it wouldn’t make sense economically but I would be ok with it if the TP still felt nice. …garbage, absolute garbage. This stuff is thinner than the massive rolls you find at hospitals, malls, or schools. Tears very easily and just disintegrates. Will definitely be sticking with Sam’s club TP.",Performance
"This rim fits over the lip of the bottle and is only about an 1/8"" wide so is even too small to clean with a cotton bud and it's too deep to wipe with the corner of a cloth",Ease of Reprocessing
After only 3 months it broke,Durability
"But it's reassuring to know it's there if I need it. If it were lighter, cheaper, faster and thinner, I would have endowed it with five stars.
",Ease of Reprocessing
" The iron takes moments to heat up, ",Use Efficiency
Perfect for small trash cans or even for storing items when you don't want to use plastic,Adaptability
"I'm able to quickly send pages to different services,",Use Efficiency
Extremely heavy,Ergonomics
Food just slides off of it,Interference
"Great for Ramen at work. In general, I love the bags. I always eat a sandwich for lunch and felt SO wasteful tossing ziplock bags in the garbage. These are great! I had leftover bell pepper slices in the fridge for days and they kept beautifully, still had crispness to them.",Performance
Sturdy,Durability
I love that it just makes a very quiet calming fan noise while it is working. ,Interference
wash well,Ease of Reprocessing
"This compact solution hangs, stands, and even collapses! It's a space-saving genius that adapts effortlessly to different settings. Its outside durability makes it suitable for outdoor adventures without any hassle.",Adaptability
is easy to reset. ,Ease of Use
Noticeably cooled down the car so it does what it's supposed to do.,Performance
For the price this is a good product.,Price
"They don't fit our Keurig,",Adaptability
These are beautiful,Aesthetics
poor durability ,Durability
"It's spring allergy season for me, so I need to blow my nose quite often and I produce quite a lot of mucous. I was hoping to reduce my paper waste by purchasing these, but they didn't even last me through a day.

They aren't absorbent at all, and super harsh against my nose. I can't even blow my nose properly once into the tissue, without smearing around my snot. These are NOT for anyone who actually needs to blow their nose - maybe for people who just lightly dab their nose because it dribbles?

The only reason this isn't a one-star is because the packaging is neat. Maybe they should spend more money and research on the actual tissues instead of their nifty carrying case.",Durability
They do get sour. I’ve heard people say they don’t get sour but despite rinsing them several times a day I have found they do get sour and I don’t think that they dry out as quickly as advertised. I see no difference between these and a normal sponge.,Interference
"Way to flimsy. They break to easily.
",Durability
I am using it as a buffer between file cabinets and a butcher block for an office desk and it is protecting both surfaces while preventing the butcher block from slipping off the cabinets,Performance
"Not the smallest holes, so fine loose teas will get through.
",Interference
The colors are as bright as the photo indicates,Aesthetics
The Ecko brew paper filters fit perfectly,Adaptability
Must wash before first use. A great alternative to disposable cotton rounds. Soft and absorbent. Gentle for eye area and sensitivite skin. Comes with a bag to wash rounds in. More sustainable alternative help fight against climate change!,Ease of Reprocessing
The bottle sides are awesome for wine not squishing the rest of your groceries,Performance
These aren’t supper sticky which is a blessing for us. My son is a type 1 diabetic and we have to do insulin sticks 3x a day and these are perfect. Also one of the only band aids he doesn’t have an allergic reaction too!,Safety
it has a very large water reservoir,Aesthetics
has a comfortable cushion grip.,Ergonomics
I have this in my shower because i was getting late for work because i was taking very long showers. The different time settings have helped to develop discipline,Performance
"This floss has a unique design, but I found it a bit slippery and difficult to rethread. The quality, though, is top-notch.",Aesthetics
just feels good to write in it,Aesthetics
This dryer is excellent,Performance
"So far I really like these wraps, even used one to wrap a watermelon and it kept for over a week. Very easy to clean. However, they are VERY VERY sticky and difficult to initally open right out of the package. Initally VERY WAXY, tacky and stiff until after the first washing then it is very flexible and great to work with.",Interference
but be careful it's very fragile stuff.,Durability
"cooks food evenly.
",Performance
"i wanted to like this so bad, but i don’t, I only wear organic deodorants, this no matter how much i use does not get scents out of anything and barely any new stains. I spilled my ashtray on my bedsheets and washed it minutes after the pill and used extra detergent and the ashes are still in my sheets, it also fades clothes. and leaves them harsh.

I love the fact that they are natural/plant powered, for the most part. but i can’t sacrifice smell and cleanliness for that",Performance
It is rough,Ergonomics
"And the additional organization provided by the ""pockets"" on all sides not only protects glass items",Adaptability
"The assembly of the desk was fairly easy, and it's reasonably heavy and sturdy. Looking forward to using it with my monitor mount.",Durability
they are super easy to clean,Ease of Reprocessing
it would not come off.,Ease of Reprocessing
"You're going to get a nice flow from this shower head.
",Performance
"went up easily, ",Ease of Use
"I really like this coffee maker and how easy it is to use. However, after a couple weeks of use it began to not use all the water that was in the reserve (and yes, I filled it up the water line and not over that). I have to now run the cycle twice so the machine uses all the water and brews a tumblers worth of iced coffee. Maybe I'm doing it wrong but I think it's defective. I ordered a replacement.",Durability
"It also feels, very durable",Durability
Easy to clean,Ease of Reprocessing
eye appealing,Aesthetics
"Only 3 stars because 3/4 are working as described, the other has already blown out",Durability
"I felt bad because I used cotton rounds and micellar water (I like bioderma sensibio) to clean my face morning and night except for when I take a shower and I've been doing that routine for YEARS. I just think of all the cotton rounds int he trash. Since I bought these, I only use cotton rounds when I travel for convenience but I have saved so many cotton rounds from going in the trash! These work just the same, are softer, and 20 is enough that I never run out before clean ones are ready from my laundry. I just wash them with a normal cycle in a mesh bag with my masks. They have more complicated instructions but this works perfectly for me. These are probably saving me money too now that I would've normally bought more cotton rounds a few times. The main plus to me is saving me from making more trash every day. I've been using them for a for months.",Ease of Use
Great daily To Do list,Performance
interchangable for lefties,Adaptability
still looks good,Aesthetics
held up thru any weather,Durability
Didn't last very long for my purpose.,Durability
"The bristles were effective but felt needle-like, causing some bleeding initially. However, the wood handle, though okay, dried out after a few uses, making it feel unpleasant.",Safety
"Color is much better then what we had before
",Aesthetics
They are comfortable,Ergonomics
"For the price, this iron should be of better quality.",Price
"Thrilled with the product, but disappointed with the life of it.
",Durability
No problems with disintegration or smell,Interference
"My biggest disappointment with this product is the rolls are not as big as expected. While the product isn’t as soft as Charmin, I believe it’s more absorbent. It’s not rough really, just not as soft. I’ll probably buy again mainly because it’s sustainable, bamboo, and reduces plastic packaging.",Ergonomics
"I had bought a very similar product and been very impressed, probably didn't notice this was a different brand...these are short, much shorter than the others, and run dry in short order. The concept is good and they're not bad to hold, pity to skimp.",Ergonomics
They wash well ,Ease of Reprocessing
"I got this desk for me to work on my business in the evenings as I get leg cramping after a while of sitting for too long. I LOVE the functionality of it moving up and down. It is smooth and I love that I can set different favorites.

However, the table itself is of poor quality. It came broken in two spots. I contacted the company right away, and they were diligent enough to respond quickly, and provided me with a partial refund, as it was not usable. I bought a different table top from Home Depot. Therefore, customer service was great, but quality of the top was not.",Performance
Fragile,Durability
They are too big for my sink trash collector,Adaptability
"The first toothbrush I used the bristles started coming out in my mouth. I was able to spit all of them out except for one which I swallowed. Disgusting, I'll never buy from seller again.",Durability
It’s perfect! This is my new toothpaste! It’s the perfect amount of minty fresh. It foams up really quickly and it makes my teeth whiter and leaves my breath smelling fresh :),Ease of Use
"The efficiency is dreadful—takes ages for the cup to fill. Not ideal for a working person; the base gets scorching hot. Worried it might melt. Cheap price, but now I understand why.",Use Efficiency
I buy this toilet paper because our home is old (150 yo) and our sewer system is sensitive due to tree roots on our property. I have tried other brands of this type and by far this is the best. It is soft and absorbent. I gave it 4/5 stars ONLY because I wish the rolls were larger. I have this set up as auto ship and we seem to be in the last rolls as the new box arrives:) We are a family of 3 adults and one child.,Ergonomics
so easy to use,Ease of Use
 aesthetically nice.,Aesthetics
"Play Video
 I really wanted to like this. I like the idea behind the company and I am trying to avoid single-use plastics. However, this just didn't pan out. I was concerned with the longevity of the spray bottles considering that they're reusable. However, when it breaks on the first use, then I'm not really cutting down on my single-use plastics. And the other bottle just keeps leaking, though I'm not sure from where. Every time I pick it up, there's a puddle underneath.

Sorry for the wobbly video, I was trying to show that I toggled the spray bottle off and then on again.

PROs:
+ Quick delivery
+ Straight forward instructions
+ Only need water
+ Biodegradable packaging
+ Foaming handsoap bottle is durable and made of glass

CONs:
- Spray bottle for the Multipurpose cleaner broke on the first spray
- Spray bottles are both made of plastic
- Leaking bottle

TLDR:
Handsoap bottle is glass
Both spray bottles are plastic
Spray mechanism broke on first use
One bottle leaks continuously",Durability
Very handy little tool,Ease of Use
easy to clean,Ease of Reprocessing
My friends new car has solar panels on the roof and does the same thing. But mine costs a lot less,Price
" Nice amour of light, and beautiful flickering effect!
",Aesthetics
It dries my hair in half the time,Use Efficiency
don't stay together too well.,Durability
stay square and carry a ton of groceries or other random heavy crap,Performance
crown (little button on the side) literally broke off,Durability
Comfort is not good when you use a lot they are slippery to keep a hold of and the start to come apart quickly,Ergonomics
"This desk was pretty easy to set up. It’s very heavy and works well. My only issue so far has been a lack of quality control. There is a scratch that goes from one end of the top of the desk to another and a dent on the side. I made the mistake of not inspecting it before assembling it. I left the desk top facing down in the cardboard while I assembled it, so I didn’t see it. If these issues weren’t present I would feel as if it was money well spent.",Interference
I have been beating it up for 3 months now with as much as 300lbs and it has not shown any wear from the day it was bought,Durability
Easy to fill,Ease of Reprocessing
Deadens the sound,Interference
"Bought multiple sets of these Swedish dishcloths to replace paper towels. Excellent for various cleaning tasks, but they roll up after washing. Still, durable and reusable, especially in different colors for designated uses.",Adaptability
brews fine or coarse ground coffee just fine,Adaptability
This avocado 🥑 was in fridge and wrapped for four days. Perfectly fresh. What more can I say?!,Performance
"Yay! A product that actually is what it claims to be! They only got a 4 star cuz they don't stick well when wet, but it's a trade off. I'll take that over the severe skin irritation from regular bandages which may also be caused by the glue. Also, they're pricey. They could cut the price a bit by eliminating the cutesy over-packaging. If you really want to promote green living, over-packaging is just not necessary if you have a great product. And they have a great product.

The inflammation and irritation caused by regular bandages is so great that it causes my skin to scab over.",Performance
"When I removed them from the washing machine, they had shrunk by more than one-third. 
",Durability
The Kulcar is a fabulous product that worked for me exactly as advertised,Performance
durable ,Durability
Great savings;,Price
These lights are great and they supply good lighting. Not too bright and not too dim.,Performance
"Too expensive...
",Price
They are perfect for packing in school lunches,Adaptability
Difficult to clean well,Ease of Reprocessing
"it's started to have this weird glitch where once the timer reaches zero, it doesn't sound off the alarm- it toggles to the clock mode and set the time to 2AM/resets the date",Performance
I don't taste wood,Interference
"cheap enough that if my husband loses one, we won't cry about it.
",Price
"So far, I have no complaint about this clock and really like it",Performance
the fan is really noisy,Interference
bags appear to shrink and the colors definitely bleed,Aesthetics
"Easy to set up, came with a battery and very intuitive controls",Ease of Use
Sturdy notebook,Durability
comfortable,Ergonomics
but the mobility and versatility ,Adaptability
"I purchased this light for camping, I leave a light on overnight just in case there’s anything moving at night I can see or anyone can see what’s happening. It was working good for a week while I was testing it at home before my camping trip but after 2 times of use it does not charge. I wish it would, I go ahead and use the warranty and contact them but there’s no response. Keep your money and pick another brand of solar light.",Durability
Worked great for our road trip,Adaptability
The little holder is nice but is too big for a pocket and the clothes are rough and tiny. I don't think they are worth the money at all. I will cut up some flannel and make it work. These are very hard on the nose.,Ergonomics
I've used it now for nearly six months and the performance is absolutely wonderful. I've never once had any issue with the solar performance or with the keys or keystroke.,Performance
is easy to use,Ease of Use
"Just the right amount of light - not too bright or too dim.
",Performance
"These arrived well packaged and look like they're good quality, but upon trying them I realized they're not for me. Maybe it's just because I have a small mouth /and/ my teeth are sensitive... but the brush felt bulky and uncomfortable in my mouth and tasted a little odd. Just not my thing.",Ergonomics
"I was glad to be able to buy these in a quantity that gave me a price break.
",Price
It's fairly soft ,Ergonomics
it looks slick.,Aesthetics
"very poor quality seams. we live on a sailboat and wanted to have lights we could hang from the lifelines in the daytime and be moved around as needed at night, what happened instead is the strap came apart at the buttons on one we ordered and the other light had it's strap rip off after only a few uses. It's a fair enough idea to sell but made with no quality control and probably no field testing.",Performance
makes unloading simpler,Ease of Use
this towel is well priced,Price
easy for my 14 month old to hold,Ease of Use
dries my medium length hair quickly,Use Efficiency
"I like to buy products made in the United States when possible, just a personal preference. I called the company and asked where these were manufactured and they said for the most part India.
",Aesthetics
Fun group of colors,Aesthetics
"My herbs are thriving as the pots slowly disintegrate into the potting soil in the planter. .
",Performance
Easy to use ,Ease of Use
Its small ,Ease of Storage
"The dish cloths are long-lasting and not easy to tear, used for a variety of cleaning purposes.",Durability
Water stays ice cold overnight,Performance
It looks great,Aesthetics
"The coffee pod container seems easy to use, but concerns about the plastic lid's durability linger.",Durability
"I am a fan of the more compact size too.
",Adaptability
soft enough,Ergonomics
This washer is such a great money saving idea!,Price
I prefer to use products with chemicals that are less harsh. Most wipes are not to be used on food-contact surfaces because of their chemicals. These wipes tend to dry out quickly.,Durability
product also fell apart after 1 trip with light use,Durability
beautiful. ,Aesthetics
Only thing I’d say is that you have to be super careful with the lids so that they don’t bend or damage when you take them off ,Durability
very light in weight and tend to blow up from the floor when it is windy,Interference
There is no padding for the laptop on the side closest to your body.,Aesthetics
are very sturdy,Durability
"I usually don't bother writing reviews, but I had to come & write one for this item. I have been a Dunkin' customer for 20 years, and it really is an addiction (coffee), but I was tired of paying prices & a 50/50 risk the coffee was good & made right, so I took a chance & bought this. I ABSOLUTELY LOVE IT. It really is so easy to use & makes a yummy iced coffee. Huge $ savings & always tastes perfect. I bought Dunkin coffee from the grocery store & I'll eventually try other brands. Coffee is done in 5 mins & it has a valve to stop dripping when done. Don't think twice about this one.",Performance
a very nice color.,Aesthetics
six watt bulbs provide a low operating cost,Price
they were a dream to work with,Performance
very cool strap,Aesthetics
"overall good quality
",Performance
"We used the towels already several times and I don't see any issues.
",Durability
Not only is this a fantastic beautiful,Aesthetics
Handle is excellent and easy to hold,Ease of Use
"Other than that it is good value for the money.
",Price
I do wish the bottoms were somehow attached - I dropped one in the garbage while cleaning the leaves out and decided to throw the whole thing away rather than dig through trash.,Interference
 I do normally prefer a keyboard with a little more key depth,Ergonomics
"Super easy to wash too.
",Ease of Reprocessing
The notebook and pen work very well together.,Performance
Excellent for use as an excercise or equipment mat,Performance
"I felt much better using them than plastic ones.
",Aesthetics
"I believed the bristles were soft, however there are some reasons why I wouldn't buy these again. One, after some time mold begins to grow. I didn't find that very appealing, but I made sure to finish the whole box. Secondly, be aware that the bristles can begin to work its way out and become lodged in between your teeth. I like the idea of less plastic waste, but this didn't work well for me.",Interference
plus easy to wash,Ease of Reprocessing
The size is a good fit for my needs.,Aesthetics
This towel is excellent,Performance
The handle is not aligned along the center of gravity making it useless.,Aesthetics
"This cup does exactly what it says. However, I thought it would be a nice compact replacement, lilghtweight replacement for my. What I found out is you can't carry it in the cup pouch of a backpack or toss it in your tote without it leaking. I also isn't insulated and it weighs about the same as my travel mug. I abandoned my plan to have a cute, collapsible cup on my overseas trip and stuck with my tried and true insulated travel mug. Sorry travel cup, I thought I would love you, but I don't.",Adaptability
The steel casing is durable to wear and scratching,Durability
"At the beginning I didn't notice but the towels have two sides that are different in texture.
One side is softer and silkier and the other side more absorbent.",Adaptability
They all sprouted within a week or two,Use Efficiency
just wish they would iron a little easier,Ease of Reprocessing
burns clients on the medium setting,Ergonomics
The seal is great. It doesn’t leak in my bag.,Performance
It takes up to 2 minutes of time to wash,Use Efficiency
really well made,Durability
The return policy is very restrictive,Aesthetics
and it won't stay on it at all. Just flys off. I don't see one that will work on this,Ease of Use
no softness,Ergonomics
"The only thing that might matter to a potential buyer is that there's a bit of a delay for it to register the correct temperature - from what I've seen, it gradually builds up every 16 seconds, and if you're going from 60 to 80 degrees F it'll take a couple of minutes to get there.",Use Efficiency
fry pan is really terrific,Performance
"Just wish I could have chosen the color. Brown is boring to me. Love this product.
",Aesthetics
"Despite Amazon's packaging misstep, the Swedish towels' color and quality are impeccable. The makers' dedication to eco-consciousness shines through the corn starch bag, though I wish Amazon would align with these sustainability efforts.",Aesthetics
I do like the style,Aesthetics
fun,Aesthetics
 have a significant number of these batteries now and have yet to have one fail.,Durability
easy to use.,Ease of Use
They are sturdy enough that they hold together when fairly full.,Durability
"As a family of 5, larger packs are always appreciated. We have now bought these brushes a second time and are beyond pleased with them as a whole. No issues reaching into the tightest of spaces in our mouths. The bristles are just the right amount of softness, so no irritation on some of our sensitive gums and teeth. The best part is we can snap off the handle (if I don't use them to clean with) and either use then somewhere repurposed or compost them! 💚💙",Ease of Reprocessing
Works as advertised. Easy to use scoop. Easy to use pod container. My only concern is the plastic lid. I have a feeling that these will break easily from repeated use. We will see. I would recommend this product. Pod was easy to clean but I had to use a little brush. Nice product to help you save lots of money over buying coffee pods.,Durability
"But this strap is so slippery I find I have to hold the guitar up with my left hand while playing, otherwise it slides down. This defeats the purpose of using a strap.",Performance
Great for starting seeds for transplanting sprouts later,Performance
I have always purchased Rowenta products because i find there brand to be reliable. But this iron really takes it to the next level,Durability
thick enough to do the job,Performance
I have used them for the past 2 months and like how I don't have extensions and sensors all over the place,Interference
"We originally bought the double package of this product, but we’re only shipped one box. When I contacted customer service, they wouldn’t send me a single box to make up the difference, they wanted me to send the whole thing back, then they told me that the product didn’t come in a double box, even though it clearly stated that I purchased a double.
Once we got that issue sort of straightened out, I used the laundry sheets and was extremely disappointed. They did not clean my clothes, and left a residue on the inside of my washing machine. Other laundry sheet brands have NOT done this in my washing machine.
Overall, don’t waste your money in this product!",Performance
I might be doing this wrong but it is a difficult to pull out. I want to do my part for the planet so I’ll keep using and re-using it,Ease of Use
The settings are perfect for all hair types,Adaptability
perfect product for growing anything from seed,Performance
This keyboard was not meant for heavy use,Durability
but good quality,Performance
moves a little too much when I'm wearing them because of the material.,Interference
seems to be working great! ,Performance
No problems with disintegration,Durability
"The pan is wonderful also, crazy easy clean up",Ease of Reprocessing
"nice sturdy thickness to each sheet.
",Durability
"It's a trade off so you have to figure out what is most important to you - power or longevity. The others are brighter but won't last as long as this one. The others collapse easier, you don't have to mess with an air mattress type plug which is the main drawback with this gizmo. But they do last all night and after 2 hrs in the sun are fully charged to last another night. I only looked at low power longevity but that was good enough to see my way around in the darkness. As long as I can find stuff that's what I'm looking for. So I don't like the design, the way it hangs, the strap covers up the solar panel, you have to blow it up, etc . . . it does last all night. So figure out what is more important. If you want something brighter then get those hard shell collapsable ones.",Durability
Best kitchen sponges I've ever had,Performance
"for travel and eating out these are a highly viable option.
",Adaptability
"The new rain cover is also great, because you do not have to worry about any rain getting in your car. I love",Adaptability
"I tried folding one as I would do for a dinner party, and they did not hold their shape",Aesthetics
"The lid screws on nicely, never leaks, and is smooth on the lips.
",Performance
They're pretty wobbly,Interference
died 6 weeks after purchase,Durability
clean easily,Ease of Reprocessing
this watch and it keeps time very poorly,Performance
I'm trying to avoid the mess of my two year old with a bowl and a spoon,Ease of Use
"They actually do their job!
",Performance
easy to wash and rinse out,Ease of Reprocessing
I wanted this floss to be wonderful. Bamboo is such a good alternative to anything else. The floss is thicker than sewing thread-it wouldn’t fit between any of my teeth. It shredded quite easily. Only get this is you have gaps between your teeth.,Performance
easily accessible on/off switch so you can clean it without random keystrokes being sent to your computer.,Interference
Didn't like having to chew this like a piece of gum. Starts to foam before you can finish chewing it so you have a mouthful of unchewed bits and foam. Burned on the tip of my tongue and just felt like i had chewed a stick of gum instead of a good brushing. Size is convenient for travel. Good concept but wasn't for me.,Safety
if they get wet they fall apart,Durability
precise temperature controls,Interference
hinges and screens show no signs of wear and tear .,Durability
"I typically use this for cold beverages, haven’t tried it for hot.
Very easy to carry around. I bought this for flights, so I could avoid getting those single use cups.
Only downside is that collapsing it isn’t very intuitive and I struggled with it initially. Otherwise perfect.",Ease of Storage
A few loops in the middle of the towel were pulled out after it's first wash.,Durability
"The functionality is great, but there's a slight challenge with the lid. It's a bit tricky to install properly, just as mentioned in some reviews.",Ease of Use
it's hard to get grease and oil stains out of these napkins,Ease of Reprocessing
It seems very plastic though,Aesthetics
 Keeps chilled water chilled for the entire day.,Performance
"These keep food fresh, and, when cared for, last a very long time. I have had mine for years. I clean them with soap and lukewarm to cool water, air dry. They fold very well around bowls, etc, and keep things fresh for several days. I really love these!",Performance
easy to install ,Ease of Use
I love these! I just chew a little bit to get the tablet broken down and brush. I use them mostly for travel and the container is a great size. I've barely made a dent in using them. I'll definitely order more if I ever run out.,Ease of Storage
is sturdy,Durability
"Update: I am downgrading from 5 stars to 2. I've had this product for just over a month, and find it very irritating. It is hard to clean the leaves out of it. It has dangerously sharp edges. Additionally, it is starting to discolor like it is rusting or tarnishing, making me question its safety. It still works fine and I've not had problems with the lid, but I will be looking for a new infuser that isn't dangerous.

Original: This infuser is great as long as you are gentle with it. I can see how people could have trouble with the lid, but knowing that ahead of time helped me know not to screw it too tight. It can hold even super fine tea from a teabag. Very useful product and worth the money. Just be careful, because the edge of the saucer that came with mine was EXTREMELY sharp and sliced my mother's finger. We had to sand it down to make it safe.

Original: This infuser is great as long as you are gentle with it. I can see how people could have trouble with the lid, but knowing that ahead of time helped me know not to screw it too tight. It can hold even super fine tea from a teabag. Very useful product and worth the money. Just be careful, because the edge of the saucer that came with mine was EXTREMELY sharp and sliced my mother's finger. We had to sand it down to make it safe.",Safety
may need to be charged slightly more often than other brands.,Durability
comfortable strap.,Ergonomics
These are very flimsy ,Durability
"I didn't like the fact that it wasn't very clear that I needed a drill to assemble it. This should be clear from the product description so that buyers can prepare beforehand.

The desk is good value for money, not 100% sturdy but enough for most needs. I like how it looks and feels.
Standing mechanism is working great so far.",Aesthetics
as sturdy as regular plastic utensils,Durability
Excellent product!,Performance
"The cleaner bottles broke after a few uses, disappointing durability for the product.",Durability
This brand also sells an unscented version. This scented version isn't bad; it isn't an overpowering smell and the odor fades gently over time. You can do 200 loads which is a great value. I have sensitive skin and many other laundry detergents give me a rash but I have never had a problem with this brand.,Safety
"I was initially worried about the installation, but it turned out to be quite simple. The instructions were crystal clear, making the whole process quick and easy.",Ease of Use
" Also with the dual layer they are hard to get to dry after washing.
",Ease of Reprocessing
"I had used a different brand, Xlent, and decided to try this one because of the reusable container. However, I sent it back because it wasn't nearly as effective as the other brand. This one might be good for those with very small spaces between your teeth because it slides easier, but it doesn't expand like the other brand and because of this, it doesn't clean nearly as well. I couldn't see any plaque on this floss, whereas the Xlent brand it's very obvious, which inspires me to repeat until the floss comes out clean.",Performance
good quality fabric,Durability
it's paper thin and tears easily,Durability
Is super slim and easy to type on,Ease of Use
light and easy to hook up ,Ease of Use
 price,Price
"I recommend this product as it works well.
",Performance
The colors are wonderful. ,Aesthetics
It's a hassle to put in on and take it off ,Ease of Use
"The daylight bulb provides a bright white light, which satisfied my needs",Performance
"Fast,",Use Efficiency
"You can fit a lot into one bag.
",Performance
The piece on the water supply inlet broke and like other comments the iron leaks water from the base,Durability
Versatile bag,Adaptability
Beautiful color! ,Aesthetics
They are super durable ,Durability
"it worked! I've got my shower time down,",Performance
have a nice weight to them,Aesthetics
Awesome. Great color,Aesthetics
 I find them easy to wash,Ease of Reprocessing
They are perfect for packing in school lunches2.,Adaptability
good price,Price
They are a soft cotton,Ergonomics
These fit perfectly in my Full Circle Fresh Air Odor-Free Kitchen Compost Collector,Adaptability
heating element has died,Durability
Glass is very sturdy and great for oven and microwave use. Lid on the other hand looks like it's peeling and has caused splinters already. I've had the product for less than 2 weeks. The container very sturdy and durable the lid on the other hand not so much.,Durability
"Now that I’m drinking a cup or two of coffee a day, I’ve realized prepackaged coffee pods are actually pretty expensive. I finally bought a bag of grounds, and today these DIY pods and scoop came in the mail. They work great! I was thinking the scoop was a dumb addition, especially for the price, but it’s quite substantial and very useful. It makes it unbelievably easy to fill the pods. I just filled a pod to just under the top of the silver mesh, closed it, tapped it on the counter to level it, and it was perfect. It rinsed as well as I’d expect; I plan on putting it through the dishwasher. I prefilled the other 3 so I’m good for the next several cups.",Ease of Use
is comfortable to use,Ergonomics
I did use these vines as a part of a photo back drop and they were long and I had more than enough for that so I used them as decor in other parts of the event. The smell was like a plastic smell but once aired out it went away. If I don’t gm forget I’ll come back and add pictures later.,Interference
Gets hot really fast! ,Use Efficiency
durable enough to spend most of its life on construction sites and train seats,Durability
They are very very soft but were already coming apart when they arrived. ,Durability
It's comfortable to wear ,Ergonomics
"This product is the Green Works Compostable Wipes repackaged and renamed. I have been buying these for years. My Amazon history shows my first purchase in 2015, but that was after I could no longer find them in the stores. Originally Green Works was Clorox Green Works and I could buy them locally. But once Clorox dropped the brand, I could only buy them online. Even had a automatic shipment set up. Lucky me as I happened to receive a package of six in December 2019 which managed to last through 2020 into 2021. But when I tried buying them again, they were no where to be found. I saw these from Clorox and wondered if they could be at least similar. Not only are they similar, they are the exact same product with a new name and packaging.

What I love about these wipes is the feel. They don't have that slimy wax paper feel that regular wipes have. These feel more like a paper towel. I've used them for so long because we have cats and I am constantly cleaning up after them. I wanted something without harmful chemicals that I could use around their food, toys, beds and litter boxes and have been pleased with these, in all incarnations, for around eight years.",Safety
"Have no strings or other mechanism to tie them. Seem smaller than regular 13l bags.
Are very flimsy and when you try to tie them they tend to break",Ergonomics
"I bought these to use at my wedding for a photo wall, which I did not end up doing. I thought they were on one long strip, but they're individual vines (which I probably would have known if I'd read the description better). But that wasn't my issue. The biggest problem was the smell...it was like burnt plastic and sulfur. When I opened the package for the first time inside the venue, people on the other side of the room could smell it. After airing out overnight they lost all of the bad smell so, maybe just don't wait till the last minute to open them like I did. Otherwise they're very nice looking, I have them hanging in my house now with twinkle lights behind them and they look great!",Interference
Comfortable to carry,Ergonomics
"Toothpaste tablets are great for traveling, but for everyday use I don’t feel like these clean well enough. The tablets also don’t foam up like pastes, but more like foamy water. The flavor isn’t bad though. Also, these might be better used with non electric toothbrushes. I used an electric one.",Performance
the crown is easy to use for the time and date adjustment,Ease of Use
One of the problems with bags like these is the lack of pockets. This bag solves that issue with at least 8 different compartments.,Aesthetics
"Quiet, doesn't make me feel like I'm standing next to a jet engine",Interference
"one bulb stopped working after 3 weeks. do not buy.
",Durability
Poor quality,Performance
"The zipper closure is so much easier than a ziploc baggie for her.
",Ease of Use
This is a great hair ,Performance
"AND I'm not using a paper cup for each cup of coffee at work like all of my godless colleagues who want to kill planet.
",Aesthetics
"It's also great for road trips and camping!
",Adaptability
I put in our RV and it's great.,Adaptability
Roomy,Performance
"Love these, Works Pretty well, If you get Black then it doesn't stain the material with Tea or Coffee Stains, or rather you can't see it.. but for what its designed to do, its portable, looks nice, easy to use, I bought a couple of these and I still use them months later without any issues, very durable and hasn't torn or anything. Gotta give this 5 Stars.",Aesthetics
It fits nicely in a laptop bag,Ease of Storage
causes the lid to crack,Durability
